State,District,Latitude,Longitude,Crop,Market,Min_Price,Max_Price,Modal_Price,Trend,Last_Updated
Tamil Nadu,Sivaganga,9.8433,78.4809,Black Gram,Sivaganga Mandi,6840,8426,7533,Volatile,2026-08-14
Tamil Nadu,Ramanathapuram,9.3639,78.8395,Black Gram,Ramanathapuram Market,6880,8093,7631,Increasing,2026-08-14
Tamil Nadu,Tirunelveli,8.7139,77.7567,Black Gram,Tirunelveli Uzhavar Sandhai,7061,8546,7678,Stable,2026-08-14
Tamil Nadu,Thoothukudi,8.7642,78.1348,Black Gram,Thoothukudi Mandi,7314,8248,7904,Decreasing,2026-08-14
Tamil Nadu,Kanyakumari,8.0883,77.5385,Black Gram,Kanyakumari Market,7157,8214,7844,Volatile,2026-08-14
Tamil Nadu,Cuddalore,11.748,79.7714,Black Gram,Cuddalore Uzhavar Sandhai,6837,7738,7215,Increasing,2026-08-14
Tamil Nadu,Villupuram,11.9401,79.4861,Black Gram,Villupuram Mandi,6873,8098,7343,Stable,2026-08-14
Tamil Nadu,Kallakurichi,11.7401,78.9597,Black Gram,Kallakurichi Market,7048,7729,7375,Decreasing,2026-08-14
Tamil Nadu,Vellore,12.9165,79.1325,Black Gram,Vellore Uzhavar Sandhai,7026,7997,7586,Volatile,2026-08-14
Tamil Nadu,Ranipet,12.924,79.3333,Black Gram,Ranipet Mandi,7103,8137,7757,Increasing,2026-08-14
Tamil Nadu,Tirupattur,12.496,78.5645,Black Gram,Tirupattur Market,6979,8006,7590,Stable,2026-08-14
Tamil Nadu,Tiruvannamalai,12.2253,79.0747,Black Gram,Tiruvannamalai Uzhavar Sandhai,7207,8211,7774,Decreasing,2026-08-14
Tamil Nadu,Kanchipuram,12.8342,79.7036,Black Gram,Kanchipuram Mandi,6941,8531,7690,Volatile,2026-08-14
Tamil Nadu,Chengalpattu,12.6819,79.9671,Black Gram,Chengalpattu Market,7604,8958,8009,Increasing,2026-08-14
Tamil Nadu,Thiruvallur,13.1439,79.9087,Black Gram,Thiruvallur Uzhavar Sandhai,6992,7830,7319,Stable,2026-08-14
Tamil Nadu,Krishnagiri,12.5186,78.2137,Black Gram,Krishnagiri Mandi,6762,7861,7256,Decreasing,2026-08-14
Tamil Nadu,Dharmapuri,12.1211,78.1582,Black Gram,Dharmapuri Market,6553,7828,7246,Volatile,2026-08-14
